script,region,img_size,threads,mean,ci
mandelbrot_omp,seahorse,2048,2,2.943972897,0.00091234665298378
mandelbrot_omp,seahorse,2048,4,1.767456616,0.0015336733441824843
mandelbrot_omp,seahorse,2048,8,1.692646108,0.004511185585602375
mandelbrot_omp,seahorse,2048,16,1.787291326,0.033233239222644415
mandelbrot_omp,seahorse,2048,32,1.676828445,0.0009353781340068985
mandelbrot_omp,seahorse,4096,1,20.387123784,0.003790821070517161
mandelbrot_omp,seahorse,4096,2,11.760626276,0.0036446558427340355
mandelbrot_omp,seahorse,4096,4,7.081556291,0.006583791093926719
mandelbrot_omp,seahorse,4096,8,6.688158719,0.015752382141060825
mandelbrot_omp,seahorse,4096,16,6.689706196,0.007048748857772704
mandelbrot_omp,seahorse,4096,32,6.721351741,0.015830560484148777
mandelbrot_omp,seahorse,8192,1,81.552986534,0.025273532368775123
mandelbrot_omp,seahorse,8192,2,47.046855749,0.0029159943299580486
mandelbrot_omp,seahorse,8192,4,28.33739023,0.04566561071819065
mandelbrot_omp,seahorse,8192,8,26.86571746,0.10823503728074765
mandelbrot_omp,seahorse,8192,16,26.655051173,0.013216777503667584
mandelbrot_omp,seahorse,8192,32,26.754927175,0.011608012966876998
mandelbrot_seq,triple_spiral,16,.,0.000949967,1.1775912934228926e-5
mandelbrot_seq,triple_spiral,32,.,0.002284236,3.4686711449038116e-5
mandelbrot_seq,triple_spiral,64,.,0.006769186,3.943849853379394e-5
mandelbrot_seq,triple_spiral,128,.,0.025937425,0.0001109256597288558
mandelbrot_seq,triple_spiral,256,.,0.099918281,0.0007988968991007203
mandelbrot_seq,triple_spiral,512,.,0.379016966,0.0004228508688186478
mandelbrot_seq,triple_spiral,1024,.,1.518304008,0.003952429209897556
mandelbrot_seq,triple_spiral,2048,.,6.013281343,0.0014908281560136545
mandelbrot_seq,triple_spiral,4096,.,24.068841407,0.016409824705503225
mandelbrot_seq,triple_spiral,8192,.,97.199269006,0.08434262351847448
mandelbrot_seq_sem,triple_spiral,16,.,0.000897784,1.4078242892064548e-5
mandelbrot_seq_sem,triple_spiral,32,.,0.00206424,2.5076812463007308e-5
mandelbrot_seq_sem,triple_spiral,64,.,0.006358908,3.9412920114473336e-5
mandelbrot_seq_sem,triple_spiral,128,.,0.023517646,6.41361072301288e-5
mandelbrot_seq_sem,triple_spiral,256,.,0.091429811,0.00013600508151491653
mandelbrot_seq_sem,triple_spiral,512,.,0.36259433,0.0002921597823231013
mandelbrot_seq_sem,triple_spiral,1024,.,1.443503724,0.00035787715097596485
mandelbrot_seq_sem,triple_spiral,2048,.,5.779933324,0.00214946387366316
mandelbrot_seq_sem,triple_spiral,4096,.,23.110561391,0.004297222305641698
mandelbrot_seq_sem,triple_spiral,8192,.,92.568699228,0.017212402260453556
mandelbrot_pth,triple_spiral,16,1,0.00122035,2.238887068386973e-5
mandelbrot_pth,triple_spiral,16,2,0.00102663,6.73854266511985e-5
mandelbrot_pth,triple_spiral,16,4,0.001311184,0.00013214181073579418
mandelbrot_pth,triple_spiral,16,8,0.001127815,0.00011890448915228366
mandelbrot_pth,triple_spiral,16,16,0.001720829,0.0002519264001522184
mandelbrot_pth,triple_spiral,16,32,0.001473307,0.00010163528000222686
mandelbrot_pth,triple_spiral,32,1,0.002379006,3.1702248699648334e-5
mandelbrot_pth,triple_spiral,32,2,0.001824403,8.944443654354482e-5
mandelbrot_pth,triple_spiral,32,4,0.001569241,1.7701786802939813e-5
mandelbrot_pth,triple_spiral,32,8,0.001523645,2.3136941395621853e-5
mandelbrot_pth,triple_spiral,32,16,0.001787904,8.056282342848884e-5
mandelbrot_pth,triple_spiral,32,32,0.001720276,5.8216600880707455e-5
mandelbrot_pth,triple_spiral,64,1,0.00678313,4.4564811830121264e-5
mandelbrot_pth,triple_spiral,64,2,0.004489843,8.18153055599248e-5
mandelbrot_pth,triple_spiral,64,4,0.003580793,0.00011252350370051104
mandelbrot_pth,triple_spiral,64,8,0.003416919,7.391220898153349e-5
mandelbrot_pth,triple_spiral,64,16,0.00336491,3.900058583515817e-5
mandelbrot_pth,triple_spiral,64,32,0.003673814,0.0001006457650625952
mandelbrot_pth,triple_spiral,128,1,0.023987522,6.393076672629543e-5
mandelbrot_pth,triple_spiral,128,2,0.015642696,0.0002452947187460754
mandelbrot_pth,triple_spiral,128,4,0.009712319,0.000312425423738216
mandelbrot_pth,triple_spiral,128,8,0.009681079,0.00021001382255745314
mandelbrot_pth,triple_spiral,128,16,0.009198915,8.210227085061712e-5
mandelbrot_pth,triple_spiral,128,32,0.009741684,0.00012015537013779123
mandelbrot_pth,triple_spiral,256,1,0.093713472,0.00016844421397823662
mandelbrot_pth,triple_spiral,256,2,0.057369729,0.0009458461629788508
mandelbrot_pth,triple_spiral,256,4,0.05342233,0.000774809174406759
mandelbrot_pth,triple_spiral,256,8,0.039500976,0.0018778429227861702
mandelbrot_pth,triple_spiral,256,16,0.032874883,0.00022617430580397453
mandelbrot_pth,triple_spiral,256,32,0.032847417,0.00024227257579500662
mandelbrot_pth,triple_spiral,512,1,0.386464668,0.0015809196669282373
mandelbrot_pth,triple_spiral,512,2,0.207179921,0.0019004893922085248
mandelbrot_pth,triple_spiral,512,4,0.129900974,0.0006119022795110813
mandelbrot_pth,triple_spiral,512,8,0.12528153,0.0003960165135572943
mandelbrot_pth,triple_spiral,512,16,0.123155952,0.00017556555472944722
mandelbrot_pth,triple_spiral,512,32,0.12252238,0.00014428629998787176
mandelbrot_pth,triple_spiral,1024,1,1.491573893,0.006656306953417625
mandelbrot_pth,triple_spiral,1024,2,0.803734075,0.0011955828978656758
mandelbrot_pth,triple_spiral,1024,4,0.513841289,0.0015924106524952875
mandelbrot_pth,triple_spiral,1024,8,0.496177749,0.0022142459158741826
mandelbrot_pth,triple_spiral,1024,16,0.487109685,0.0006340187924400174
mandelbrot_pth,triple_spiral,1024,32,0.484421229,0.0003903216049112771
mandelbrot_pth,triple_spiral,2048,1,5.838446404,0.0021712239432948493
mandelbrot_pth,triple_spiral,2048,2,3.186800898,0.0007900798641125545
mandelbrot_pth,triple_spiral,2048,4,2.046584056,0.005200792353300276
mandelbrot_pth,triple_spiral,2048,8,1.944910592,0.002410936147913731
mandelbrot_pth,triple_spiral,2048,16,1.936097054,0.0009600043092074196
mandelbrot_pth,triple_spiral,2048,32,1.929814264,0.0010765001456307095
mandelbrot_pth,triple_spiral,4096,1,23.331441799,0.0043382932342131905
mandelbrot_pth,triple_spiral,4096,2,12.724952673,0.0015774014757294898
mandelbrot_pth,triple_spiral,4096,4,8.191127602,0.03096917226563129
mandelbrot_pth,triple_spiral,4096,8,7.790116949,0.007725383213428262
mandelbrot_pth,triple_spiral,4096,16,7.722781841,0.004786629776069072
mandelbrot_pth,triple_spiral,4096,32,7.70901479,0.0023890484347278136
mandelbrot_pth,triple_spiral,8192,1,93.352424337,0.023144172822670794
mandelbrot_pth,triple_spiral,8192,2,50.936260553,0.03472768350974613
mandelbrot_pth,triple_spiral,8192,4,32.713396807,0.058800322879012226
mandelbrot_pth,triple_spiral,8192,8,31.077241956,0.013483311886458982
mandelbrot_pth,triple_spiral,8192,16,31.005256801,0.06341694896525624
mandelbrot_pth,triple_spiral,8192,32,30.816688807,0.007640152643459384
mandelbrot_omp,triple_spiral,16,1,0.001030889,1.2395661465702167e-5
mandelbrot_omp,triple_spiral,16,2,0.00103499,8.647331680085287e-5
mandelbrot_omp,triple_spiral,16,4,0.001946741,0.00040107469512859516
mandelbrot_omp,triple_spiral,16,8,0.001026434,3.123694787090275e-5
mandelbrot_omp,triple_spiral,16,16,0.001215159,1.9055032785701528e-5
mandelbrot_omp,triple_spiral,16,32,0.002127836,0.0001229164860151159
mandelbrot_omp,triple_spiral,32,1,0.002110067,1.5824780221650565e-5
mandelbrot_omp,triple_spiral,32,2,0.001531278,1.9551376309159377e-5
mandelbrot_omp,triple_spiral,32,4,0.001531308,9.33928699025988e-5
mandelbrot_omp,triple_spiral,32,8,0.002454853,0.0003470618262437973
mandelbrot_omp,triple_spiral,32,16,0.001883982,2.1485756201554495e-5
mandelbrot_omp,triple_spiral,32,32,0.002599999,0.0001629222532649354
mandelbrot_omp,triple_spiral,64,1,0.006580975,4.242087786587886e-5
mandelbrot_omp,triple_spiral,64,2,0.00400662,6.978153939469382e-5
mandelbrot_omp,triple_spiral,64,4,0.005299582,0.0005531459983039128
mandelbrot_omp,triple_spiral,64,8,0.003804776,0.00011649629508004192
mandelbrot_omp,triple_spiral,64,16,0.004470698,0.00042700606532321424
mandelbrot_omp,triple_spiral,64,32,0.004560396,0.00012323813480542034
mandelbrot_omp,triple_spiral,128,1,0.023874748,7.39886105976987e-5
mandelbrot_omp,triple_spiral,128,2,0.013326101,5.038357812878342e-5
mandelbrot_omp,triple_spiral,128,4,0.008801227,0.00011346518582333937
mandelbrot_omp,triple_spiral,128,8,0.010192369,0.0002766975540868254
mandelbrot_omp,triple_spiral,128,16,0.010250002,0.0001975788305315137
mandelbrot_omp,triple_spiral,128,32,0.010380616,0.00028888536322119093
mandelbrot_omp,triple_spiral,256,1,0.09219873,0.0001142907297965593
mandelbrot_omp,triple_spiral,256,2,0.050612829,0.00011293256310863747
mandelbrot_omp,triple_spiral,256,4,0.033409681,0.0005528911797071305
mandelbrot_omp,triple_spiral,256,8,0.035680348,0.0002742248692184184
mandelbrot_omp,triple_spiral,256,16,0.033548163,0.0003701219299894365
mandelbrot_omp,triple_spiral,256,32,0.033580145,0.00016650551601846494
mandelbrot_omp,triple_spiral,512,1,0.364253131,0.00029349635848819835
mandelbrot_omp,triple_spiral,512,2,0.19937019,7.414255439780575e-5
mandelbrot_omp,triple_spiral,512,4,0.136140858,0.0018310672226510576
mandelbrot_omp,triple_spiral,512,8,0.12722633,0.0009147260771294759
mandelbrot_omp,triple_spiral,512,16,0.122887015,0.0004722301982174728
mandelbrot_omp,triple_spiral,512,32,0.127722706,0.0006808048386938186
mandelbrot_omp,triple_spiral,1024,1,1.45090805,0.00044964106312039967
mandelbrot_omp,triple_spiral,1024,2,0.793524352,0.0004918314889013212
mandelbrot_omp,triple_spiral,1024,4,0.486839362,0.0019915246741795175
mandelbrot_omp,triple_spiral,1024,8,0.481658064,0.0012836994722265633
mandelbrot_omp,triple_spiral,1024,16,0.479684782,0.0006243545870690152
mandelbrot_omp,triple_spiral,1024,32,0.479414636,0.00038628755087336545
mandelbrot_omp,triple_spiral,2048,1,5.799753556,0.0010784173489517097
mandelbrot_omp,triple_spiral,2048,2,3.166477741,0.0005887809711209424
mandelbrot_omp,triple_spiral,2048,4,1.92271371,0.0060777225501876505
mandelbrot_omp,triple_spiral,2048,8,1.920713543,0.006428541173082683
mandelbrot_omp,triple_spiral,2048,16,1.912353222,0.0035558664209015926
mandelbrot_omp,triple_spiral,2048,32,1.904807577,0.0008264283774198521
mandelbrot_omp,triple_spiral,4096,1,23.215396402,0.00863343105908616
mandelbrot_omp,triple_spiral,4096,2,12.672395202,0.007068988728566526
mandelbrot_omp,triple_spiral,4096,4,7.66014993,0.017092116415609763
mandelbrot_omp,triple_spiral,4096,8,7.572198416,0.008447934964137696
mandelbrot_omp,triple_spiral,4096,16,7.597025745,0.0065921594763345415
mandelbrot_omp,triple_spiral,4096,32,7.614462357,0.0033036448650267274
mandelbrot_omp,triple_spiral,8192,1,92.901523941,0.023032384438331017
mandelbrot_omp,triple_spiral,8192,2,50.679832014,0.028270516785656265
mandelbrot_omp,triple_spiral,8192,4,30.675634911,0.07985441309220967
mandelbrot_omp,triple_spiral,8192,8,30.32814975,0.0357154057316353
mandelbrot_omp,triple_spiral,8192,16,30.404129134,0.02638254426376137
mandelbrot_omp,triple_spiral,8192,32,30.460562668,0.018879652340870363
